#rank,UTF8,SJIS,EUCJP
1,E6B7BB,C5BA,9359
1,E5A5B4,C5DB,937A
1,E8B488,C2A3,91A1
1,E69BB9,C1E2,9182
1,E69690,C8E5,94E3
1,E5A197,C5C9,9368
1,E5A683,C8DE,94DC
1,E78FA0,BCEE,8EEC
1,E980B8,B0EF,88ED
1,E9808F,C6A9,93A7
1,E698BC,C3EB,928B
1,E8BEBB,C4D4,92D2
1,E688AF,B5BA,8B59
1,E896A9,BBA7,8E46
1,E78B82,B6B8,8BB6
1,E58FA2,C1D1,9170
1,D0B9,A7DB,847A
1,E5B3A0,C6BD,93BB
1,E695A6,C6D8,93D6
1,E6AE96,BFA3,9042
1,E7A390,C8D8,94D6
1,E6B5B4,CDE1,9781
1,E8B2BC,C5BD,935C
1,E6BAB6,CDCF,976E
1,E79498,B4C5,8AC3
1,E78599,B1EC,898C
1,E69FB1,C3EC,928C
1,E5849F,BDFE,8F9E
1,E58A89,CEAD,97AB
1,E78F8D,C4C1,92BF
1,E5B487,BFF2,9092
1,E7ACA6,C9E4,9584
1,E3808B,A1D5,8174
1,E3808A,A1D4,8173
1,E5A5A8,BEA9,8FA7
1,E6B7A1,C3B8,9257
1,E5B9BE,B4F6,8AF4
1,E6A39F,C5EF,938F
1,E6998B,BFB8,9057
1,E6969C,BCD0,8ECE
1,E5A19E,BAC9,8DC7
1,E68AB5,C4F1,92EF
1,E38094,A1CC,816B
1,E38095,A1CD,816C
1,E5B7A3,C1E3,9183
1,E8ACA1,CDD8,9777
1,E681A9,B2B8,89B6
1,D0BC,A7DE,847D
1,E7A3AF,B0EB,88E9
1,E99B80,BFFD,909D
1,E4BAAB,B5FD,8B9D
1,E5A0BA,BAE6,8DE4
1,E69182,C0DD,90DB
1,E880B3,BCAA,8EA8
1,E8B29D,B3AD,8A4C
1,E9879C,B3F8,8A98
1,E99787,B0C7,88C5
1,E383B2,A5F2,8392
1,E98CA6,B6D3,8BD1
1,E580AB,CED1,97CF
1,E890A9,C7EB,948B
1,E99A8F,BFEF,908F
1,E88095,B9CC,8D6B
1,E883B8,B6BB,8BB9
1,CEB1,A6C1,83BF
1,E58BA7,B4AB,8AA9
1,E5AF92,B4A8,8AA6
1,E88F93,B2DB,89D9
1,D183,A7E5,8485
1,E68DA8,BCCE,8ECC
1,E682A0,CDAA,9749
1,E2808E,3F,3F
1,E9838A,B9D9,8D78
1,E582B5,BAC4,8DC2
1,E4B9BE,B4A5,8AA3
1,E8B383,C4C2,92C0
1,E587A1,CBDE,967D
1,E9A7BF,BDD9,8F78
1,E5908E,B9A1,8D40
1,E9BAA6,C7FE,949E
1,D18F,A7F1,8491
1,E98182,BFEB,908B
1,E5BBB7,C4EE,92EC
1,E999B3,C4C4,92C2
1,E4B888,BEE6,8FE4
1,E4BE8D,BBF8,8E98
1,E68FA1,B0AE,88AC
1,E596AB,B5CA,8B69
1,E68096,C9DD,957C
1,E69CB1,BCEB,8EE9
1,E58F99,BDF6,8F96
1,E7A684,CFBD,985C
1,EFBC85,A1F3,8193
1,E58DB5,CDF1,9791
1,E8B38A,C2B1,91AF
1,E5AFA7,C7AB,944A
1,E58298,BBB1,8E50
1,E5BF98,CBBA,9659
1,E59E82,BFE2,9082
1,EFBC9E,A1E4,8184
1,E6B699,CEDE,97DC
1,E38183,A4A3,82A1
1,E6AC84,CDF3,9793
1,E685A3,B4B7,8AB5
1,E5ADA4,B8C9,8CC7
1,E6A48E,C4C7,92C5
1,E7869F,BDCF,8F6E
1,E6BDA4,BDE1,8F81
1,E8889F,BDAE,8F4D
1,E4BFBA,B2B6,89B4
1,E580B6,B6E6,8BE4
1,E882A9,B8AA,8CA8
1,E5A0A4,C4E9,92E7
1,E8A686,CAA4,95A2
1,E5B0BD,BFD4,9073
1,E696AC,BBC2,8E61
1,E7BA82,BBBC,8E5B
1,E6BB9E,C2DA,91D8
1,E98AAD,C1AC,914B
1,E8BB92,B8AE,8CAC
1,E7B98B,B7D2,8C71
1,E99D96,CCF7,96F5
1,E5BE90,BDF9,8F99
1,E68E83,C1DD,917C
1,E7BDB0,C8B3,94B1
1,E6BE84,C0A1,909F
1,E7B0BF,CAED,95EB
1,E5B3A1,B6AE,8BAC
1,E58CA0,BEA2,8FA0
1,E6B893,B7CC,8C6B
1,E4BF83,C2A5,91A3
1,E681AD,B6B3,8BB1
1,E7B289,CAB4,95B2
1,E5B0BC,C6F4,93F2
1,E88793,C2A1,919F
1,E98A98,CCC3,96C1
1,E79EAC,BDD6,8F75
1,E58B89,CAD9,95D7
1,E8AC99,B8AC,8CAA
1,EFBCBB,A1CE,816D
1,E796BE,BCC0,8EBE
1,EFBCBD,A1CF,816E
1,E982B8,C5A1,9340
1,E78C9B,CCD4,96D2
1,E78CBF,B1EE,898E
1,E781B0,B3A5,8A44
1,E7B396,C5FC,939C
1,E59FB9,C7DD,947C
1,E58DBF,B6AA,8BA8
1,E7A8BC,B2D4,89D2
1,EFBC93,A3B3,8252
1,D8A7,3F,3F
1,E682A9,C7BA,9459
1,E8B2A7,C9CF,956E
1,E981AD,C1F8,9198
1,E79089,CEB0,97AE
1,D0B3,A7D4,8473
1,E28892,A1DD,817C
1,E5A085,B7F8,8C98
1,E78BBC,CFB5,9854
1,E7B292,CEB3,97B1
1,E6BA9D,B9C2,8D61
1,E99AB7,CEEC,97EA
1,E78FAD,C8C9,94C7
1,E591AA,BCF6,8EF4
1,E58FAC,BEA4,8FA2
1,E699A9,C8D5,94D3
1,E6B7B5,CAA5,95A3
1,E7B497,BCD3,8ED1
1,E88AA6,B0B2,88B0
1,E8B2BF,CBC7,9666
1,E8AA87,B8D8,8CD6
1,E599B4,CAAE,95AC
1,E7A7A6,BFC1,9060
1,E7B49B,CAB6,95B4
1,E68789,D8E6,9CE4
1,E7ACB9,BAFB,8DF9
1,E58B98,B4AA,8AA8
1,E98187,B6F8,8BF6
1,E982AA,BCD9,8ED7
1,E68989,C8E2,94E0
1,E881A1,C1EF,918F
1,E9A090,CDC2,9761
1,D0BF,A7E1,8481
1,E69894,C0CE,90CC
1,E68EA7,B9B5,8D54
1,E2808B,3F,3F
1,E58AAA,C5D8,9377
1,E9BCBB,C9A1,9540
1,E9B3B3,CBB1,9650
1,E5818F,CAD0,95CE
1,E59484,B1B4,8953
1,E78388,CEF5,97F3
1,EFBDA2,8EA2,A2
1,E687B8,B7FC,8C9C
1,E58B85,C4BC,92BA
1,EFBDA3,8EA3,A3
1,E79EB3,C6B7,93B5
1,E8999A,B5F5,8B95
1,E5AB81,B2C7,89C5
1,E7B7A9,B4CB,8AC9
1,EFBC9C,A1E3,8183
1,E38181,A4A1,829F
1,E6A998,B5CC,8B6B
1,E896AB,B7B0,8C4F
1,E6B19A,B1F8,8998
1,E5AFAE,CEC0,97BE
1,E6A7BB,C4D0,92CE
1,E5AE8B,C1D7,9176
1,E5AEB0,BACB,8DC9
1,E697A6,C3B6,9255
1,E58AB1,CEE5,97E3
1,E5BDAB,C4A6,92A4
1,E5BEAA,BDDB,8F7A
1,E5ADB8,D5DC,9B7B
1,E5B188,B6FE,8BFC
1,E299AA,A2F6,81F4
1,E88B97,C9C4,9563
1,E8979D,E9BA,E559
1,E9A0BB,C9D1,9570
1,E998BB,C1CB,916A
1,E7A7A9,C3E1,9281
1,E89990,B5D4,8B73
1,E8BE9B,BFC9,9068
1,E985B7,B9F3,8D93
1,E5BBA3,D7A2,9C41
1,E69D8F,B0C9,88C7
1,E6B3A3,B5E3,8B83
1,E8B2AF,C3F9,9299
1,E8978D,CDF5,9795
1,E68588,BBFC,8E9C
1,E78CAA,C3F6,9296
1,E5AA92,C7DE,947D
1,E5828D,CBB5,9654
1,D0A1,A7B3,8452
1,E5A29C,C4C6,92C4
1,E987A3,C4E0,92DE
1,D18C,A7EE,848E
1,E892BC,C1F3,9193
1,E8B9B4,BDB3,8F52
1,E5AE9C,B5B9,8B58
1,E5B9A3,CABE,95BC
1,E98D8B,C6E9,93E7
1,E7A588,B5A7,8B46
1,E59DAA,C4DA,92D8
1,E7AFA4,C6C6,93C4
1,E4BD86,C3A2,9241
1,E8908C,CBA8,9647
1,E9A99A,B6C3,8BC1
1,E68EAA,C1BC,915B
1,E69AAB,BBC3,8E62
1,E8869C,CBEC,968C
1,E6B998,BEC5,8FC3
1,E8B7B3,C4B7,92B5
1,E985B5,B9DA,8D79
1,E78EB2,CEE8,97E6
1,E9B4A8,B3FB,8A9B
1,E38087,A1BB,815A
1,E5B9BD,CDA9,9748
1,EFBC8B,A1DC,817B
1,E69BBE,C1BD,915C
1,E696BC,B1F7,8997
1,E4BFA3,CBF3,9693
1,E7A281,B8EB,8CE9
1,E88482,BBE9,8E89
1,E58786,BDDA,8F79
1,E5B7B3,CCA6,96A4
1,E280A2,3F,3F
1,D0B1,A7D2,8471
1,E28483,A1EE,818E
1,E68790,B2FB,89F9
1,E69A81,B6C7,8BC5
1,E89B87,BCD8,8ED6
1,E8A89F,BED9,8FD7
1,E9B7B2,CFC9,9868
1,E899B9,C6FA,93F8
1,E5B1AF,C6D6,93D4
1,E79C9E,E2C3,E1C1
1,E7838F,B1A8,8947
1,E6A29D,DBEA,9E8A
1,E58AA3,CEF4,97F2
1,EFBC90,A3B0,824F
1,E8BB9F,C6F0,93EE
1,E7A685,C1B5,9154
1,E888B6,C7F5,9495
1,E5B886,C8C1,94BF
1,E9AD85,CCA5,96A3
1,E69886,BAAB,8DA9
1,E990B5,EFC4,E863
1,EFBC8E,A1A5,8144
1,E999B6,C6AB,93A9
1,E983AD,B3D4,8A73
1,E99BB6,CEED,97EB
1,E597A3,BBCC,8E6B
1,E885B0,B9F8,8D98
1,E9AD8F,F2B2,E9B0
1,D187,A7E9,8489
1,E6A5A0,C6EF,93ED
1,E69381,CDCA,9769
1,E8AB8F,BFDB,907A
1,E692AD,C7C5,9464
1,E88485,B6BC,8BBA
1,E9BB99,CCDB,96D9
1,E6A0BD,BACF,8DCD
1,E58888,B4A2,8AA0
1,E6A2B6,B3E1,8A81
1,E5B6BA,CEE6,97E4
1,E280A0,A2F7,81F5
1,E98DB5,B8B0,8CAE
1,E88ABD,B2EA,89E8
1,E8AE83,BBBE,8E5D
1,E8A1B0,BFEA,908A
1,E58CB9,C9A4,9543
1,E5AFB8,C0A3,90A1
1,E7899D,CCC6,96C4
